date,id,name,y_items,y_actual_cost,x_items,x_actual_cost
2022-07-01,16C,"NHS TEES VALLEY",129491,323533.83,0,0
2022-07-01,52R,"NHS NOTTINGHAM AND NOTTINGHAMSHIRE",134989,393256.75,0,0
2022-07-01,D2P2L,"NHS BLACK COUNTRY",135637,402615.1,0,0
2022-07-01,71E,"NHS LINCOLNSHIRE",135829,379450.76,0,0
2022-07-01,15M,"NHS DERBY AND DERBYSHIRE",139890,415728.43,0,0
2022-07-01,W2U3Z,"NHS NORTH WEST LONDON",146384,430555.91,0,0
2022-07-01,A3A8R,"NHS NORTH EAST LONDON",148051,410396.64,0,0
2022-07-01,15N,"NHS DEVON",166641,516322.17,0,0
2022-07-01,26A,"NHS NORFOLK AND WAVENEY",176887,502734.84,0,0
2022-07-01,91Q,"NHS KENT AND MEDWAY",208807,695502.92,0,0
2022-07-01,D9Y0V,"NHS HAMPSHIRE, SOUTHAMPTON AND ISLE OF WIGHT",211778,762445.67,0,0
2022-08-01,09W,"NHS MEDWAY",0,0,0,0
2022-08-01,D4U1Y,"NHS FRIMLEY",4920,17896.7,0,0
2022-08-01,02G,"NHS WEST LANCASHIRE",14602,42647.05,0,0
2022-08-01,05D,"NHS EAST STAFFORDSHIRE",16655,49386.77,0,0
2022-08-01,05V,"NHS STAFFORD AND SURROUNDS",18013,51413.04,0,0
2022-08-01,04Y,"NHS CANNOCK CHASE",18095,52270.51,0,0
2022-08-01,01V,"NHS SOUTHPORT AND FORMBY",18398,55399.1,0,0
2022-08-01,07G,"NHS THURROCK",18578,51668.79,0,0
2022-08-01,99F,"NHS CASTLE POINT AND ROCHFORD",19980,69094.52,0,0
2022-08-01,01F,"NHS HALTON",21521,59150.18,0,0
2022-08-01,99G,"NHS SOUTHEND",21742,69883.92,0,0
2022-08-01,02Q,"NHS BASSETLAW",21866,52903.44,0,0
2022-08-01,00Q,"NHS BLACKBURN WITH DARWEN",22781,56383.21,0,0
2022-08-01,00X,"NHS CHORLEY AND SOUTH RIBBLE",24967,74146.3,0,0
2022-08-01,03H,"NHS NORTH EAST LINCOLNSHIRE",25296,59212.22,0,0
2022-08-01,00V,"NHS BURY",26008,83559.3,0,0
2022-08-01,01T,"NHS SOUTH SEFTON",26201,71742.3,0,0
2022-08-01,05Q,"NHS SOUTH EAST STAFFORDSHIRE AND SEISDON PENINSULA",26787,76115.44,0,0
2022-08-01,02E,"NHS WARRINGTON",27245,91026.39,0,0
2022-08-01,10R,"NHS PORTSMOUTH",28117,89222.78,0,0
2022-08-01,01E,"NHS GREATER PRESTON",29057,70918.83,0,0
2022-08-01,01J,"NHS KNOWSLEY",29384,74695.9,0,0
2022-08-01,03K,"NHS NORTH LINCOLNSHIRE",29494,76317.47,0,0
2022-08-01,99E,"NHS BASILDON AND BRENTWOOD",29699,100257.76,0,0
2022-08-01,03Q,"NHS VALE OF YORK",30344,79622.85,0,0
2022-08-01,02M,"NHS FYLDE AND WYRE",30583,77555.04,0,0
2022-08-01,02T,"NHS CALDERDALE",30827,80444.13,0,0
2022-08-01,U2G6B,"NHS THAMES VALLEY ICB - U2G6B",30999,106980.95,0,0
2022-08-01,05G,"NHS NORTH STAFFORDSHIRE",31233,86970.97,0,0
2022-08-01,00N,"NHS SOUTH TYNESIDE",32040,73715.39,0,0
2022-08-01,02A,"NHS TRAFFORD",32326,87691.2,0,0
2022-08-01,01D,"NHS HEYWOOD, MIDDLETON AND ROCHDALE",32944,91787.47,0,0
2022-08-01,00Y,"NHS OLDHAM",33461,91848.12,0,0
2022-08-01,01Y,"NHS TAMESIDE AND GLOSSOP",34032,80442.06,0,0
2022-08-01,00R,"NHS BLACKPOOL",34941,83186.65,0,0
2022-08-01,07H,"NHS WEST ESSEX",36179,103562.77,0,0
2022-08-01,01X,"NHS ST HELENS",36653,97395.29,0,0
2022-08-01,04C,"NHS LEICESTER CITY",38959,104738.56,0,0
2022-08-01,09D,"NHS BRIGHTON AND HOVE",39649,119711.7,0,0
2022-08-01,03W,"NHS EAST LEICESTERSHIRE AND RUTLAND",39954,128759.61,0,0
2022-08-01,99C,"NHS NORTH TYNESIDE",41268,98939.92,0,0
2022-08-01,00T,"NHS BOLTON",41955,112288.92,0,0
2022-08-01,05W,"NHS STOKE ON TRENT",43923,115774.73,0,0
2022-08-01,03L,"NHS ROTHERHAM",44041,111959.51,0,0
2022-08-01,02Y,"NHS EAST RIDING OF YORKSHIRE",44655,119620.79,0,0
2022-08-01,07K,"NHS WEST SUFFOLK",45744,114463.62,0,0
2022-08-01,14Y,"NHS BUCKINGHAMSHIRE",46165,171143.56,0,0
2022-08-01,01W,"NHS STOCKPORT",46324,126842.69,0,0
2022-08-01,01G,"NHS SALFORD",47419,107325.25,0,0
2022-08-01,03F,"NHS HULL",48195,106953.61,0,0
2022-08-01,01K,"NHS MORECAMBE BAY",49556,139837.66,0,0
2022-08-01,15A,"NHS BERKSHIRE WEST",49847,174760.42,0,0
2022-08-01,02H,"NHS WIGAN BOROUGH",50505,148458.22,0,0
2022-08-01,01H,"NHS NORTH CUMBRIA",51466,131844.85,0,0
2022-08-01,02X,"NHS DONCASTER",51847,133840.04,0,0
2022-08-01,02P,"NHS BARNSLEY",53427,110739.23,0,0
2022-08-01,01A,"NHS EAST LANCASHIRE",53493,135795.17,0,0
2022-08-01,04V,"NHS WEST LEICESTERSHIRE",53941,160681.87,0,0
2022-08-01,06N,"NHS HERTS VALLEYS",54998,165077.44,0,0
2022-08-01,12F,"NHS WIRRAL",55749,148227.97,0,0
2022-08-01,06Q,"NHS MID ESSEX",55875,150785.16,0,0
2022-08-01,X2C4Y,"NHS KIRKLEES",57228,162912.71,0,0
2022-08-01,03R,"NHS WAKEFIELD",57288,162706.64,0,0
2022-08-01,06T,"NHS NORTH EAST ESSEX",60050,170029.23,0,0
2022-08-01,M2L0M,"NHS SHROPSHIRE, TELFORD AND WREKIN",60261,191192.48,0,0
2022-08-01,00L,"NHS NORTHUMBERLAND",61978,165683.41,0,0
2022-08-01,06L,"NHS IPSWICH AND EAST SUFFOLK",62281,176158.71,0,0
2022-08-01,00P,"NHS SUNDERLAND",68172,139298.75,0,0
2022-08-01,06K,"NHS EAST AND NORTH HERTFORDSHIRE",69315,204934.63,0,0
2022-08-01,11X,"NHS SOMERSET",71383,223459.84,0,0
2022-08-01,97R,"NHS EAST SUSSEX",72595,251345.05,0,0
2022-08-01,42D,"NHS NORTH YORKSHIRE",73685,195989.89,0,0
2022-08-01,10Q,"NHS OXFORDSHIRE",77445,265217.75,0,0
2022-08-01,36J,"NHS BRADFORD DISTRICT AND CRAVEN",78370,206735.39,0,0
2022-08-01,99A,"NHS LIVERPOOL",86423,230205.1,0,0
2022-08-01,14L,"NHS MANCHESTER",86913,220582.6,0,0
2022-08-01,03N,"NHS SHEFFIELD",89184,222999.02,0,0
2022-08-01,11M,"NHS GLOUCESTERSHIRE",90969,263878.13,0,0
2022-08-01,11N,"NHS CORNWALL AND THE ISLES OF SCILLY",91944,258936.61,0,0
2022-08-01,M1J4Y,"NHS BEDFORDSHIRE, LUTON AND MILTON KEYNES",94783,262526.5,0,0
2022-08-01,70F,"NHS WEST SUSSEX",98046,352429.82,0,0
2022-08-01,92A,"NHS SURREY HEARTLANDS",98169,391911.29,0,0
2022-08-01,13T,"NHS NEWCASTLE GATESHEAD",101110,229243.41,0,0
2022-08-01,18C,"NHS HEREFORDSHIRE AND WORCESTERSHIRE",101240,300661.58,0,0
2022-08-01,15F,"NHS LEEDS",101336,275982.35,0,0
2022-08-01,11J,"NHS DORSET",101494,335217.51,0,0
2022-08-01,27D,"NHS CHESHIRE",107542,272997.46,0,0
2022-08-01,78H,"NHS NORTHAMPTONSHIRE",109946,276033.13,0,0
2022-08-01,15C,"NHS BRISTOL, NORTH SOMERSET AND SOUTH GLOUCESTERSHIRE",110249,324797.89,0,0
2022-08-01,93C,"NHS NORTH CENTRAL LONDON",111793,341165.15,0,0
2022-08-01,B2M3M,"NHS COVENTRY AND WARWICKSHIRE",119073,338899.16,0,0
2022-08-01,92G,"NHS BATH AND NORTH EAST SOMERSET, SWINDON AND WILTSHIRE",119850,335909.34,0,0
2022-08-01,36L,"NHS SOUTH WEST LONDON",120341,346971.92,0,0
2022-08-01,84H,"NHS COUNTY DURHAM",122910,278736.61,0,0
2022-08-01,06H,"NHS CAMBRIDGESHIRE AND PETERBOROUGH",124620,318493.56,0,0
2022-08-01,72Q,"NHS SOUTH EAST LONDON",130528,412856.26,0,0
2022-08-01,16C,"NHS TEES VALLEY",131936,330336.11,0,0
2022-08-01,15E,"NHS BIRMINGHAM AND SOLIHULL",131986,384464.49,0,0
2022-08-01,52R,"NHS NOTTINGHAM AND NOTTINGHAMSHIRE",138648,394499.96,0,0
2022-08-01,D2P2L,"NHS BLACK COUNTRY",139081,411513.93,0,0
2022-08-01,71E,"NHS LINCOLNSHIRE",139580,390894.2,0,0
2022-08-01,15M,"NHS DERBY AND DERBYSHIRE",143947,411518.55,0,0
2022-08-01,W2U3Z,"NHS NORTH WEST LONDON",148353,412051.17,0,0
2022-08-01,A3A8R,"NHS NORTH EAST LONDON",152516,428553.02,0,0
2022-08-01,15N,"NHS DEVON",170255,517412.24,0,0
2022-08-01,26A,"NHS NORFOLK AND WAVENEY",184442,505351.01,0,0
2022-08-01,D9Y0V,"NHS HAMPSHIRE, SOUTHAMPTON AND ISLE OF WIGHT",215347,735616.07,0,0
2022-08-01,91Q,"NHS KENT AND MEDWAY",217280,722431.66,0,0
2022-09-01,09W,"NHS MEDWAY",0,0,0,0
2022-09-01,D4U1Y,"NHS FRIMLEY",4861,16139.86,0,0
2022-09-01,02G,"NHS WEST LANCASHIRE",14648,40661.26,0,0
2022-09-01,05D,"NHS EAST STAFFORDSHIRE",16373,49036.56,0,0
2022-09-01,04Y,"NHS CANNOCK CHASE",17646,50442.29,0,0
2022-09-01,01V,"NHS SOUTHPORT AND FORMBY",18048,53058.89,0,0
2022-09-01,05V,"NHS STAFFORD AND SURROUNDS",18213,55491.23,0,0
2022-09-01,07G,"NHS THURROCK",18418,49240.82,0,0
2022-09-01,99F,"NHS CASTLE POINT AND ROCHFORD",20259,69238.02,0,0
2022-09-01,02Q,"NHS BASSETLAW",20773,49055.46,0,0
2022-09-01,01F,"NHS HALTON",21304,58621.38,0,0
2022-09-01,00Q,"NHS BLACKBURN WITH DARWEN",23050,55501.7,0,0
2022-09-01,99G,"NHS SOUTHEND",23270,75617.09,0,0
2022-09-01,00X,"NHS CHORLEY AND SOUTH RIBBLE",24754,72630.68,0,0
2022-09-01,03H,"NHS NORTH EAST LINCOLNSHIRE",24818,56994.96,0,0
2022-09-01,05Q,"NHS SOUTH EAST STAFFORDSHIRE AND SEISDON PENINSULA",26059,75965.36,0,0
2022-09-01,00V,"NHS BURY",26159,84350.96,0,0
2022-09-01,01T,"NHS SOUTH SEFTON",26330,71314.52,0,0
2022-09-01,02E,"NHS WARRINGTON",27391,90729.65,0,0
2022-09-01,10R,"NHS PORTSMOUTH",27644,82730.6,0,0
2022-09-01,03Q,"NHS VALE OF YORK",27755,71991.03,0,0
2022-09-01,01E,"NHS GREATER PRESTON",28092,69182.06,0,0
2022-09-01,03K,"NHS NORTH LINCOLNSHIRE",28398,72308.8,0,0
2022-09-01,99E,"NHS BASILDON AND BRENTWOOD",29020,96727.96,0,0
2022-09-01,01J,"NHS KNOWSLEY",29127,74370.41,0,0
2022-09-01,02M,"NHS FYLDE AND WYRE",29413,72449.72,0,0
2022-09-01,U2G6B,"NHS THAMES VALLEY ICB - U2G6B",30178,98697.71,0,0
2022-09-01,05G,"NHS NORTH STAFFORDSHIRE",31733,86949.43,0,0
2022-09-01,02T,"NHS CALDERDALE",31973,80113.8,0,0
2022-09-01,02A,"NHS TRAFFORD",32423,92445.28,0,0
2022-09-01,00Y,"NHS OLDHAM",33034,87658.56,0,0
2022-09-01,01D,"NHS HEYWOOD, MIDDLETON AND ROCHDALE",33185,92272.11,0,0
2022-09-01,00N,"NHS SOUTH TYNESIDE",33341,75497.95,0,0
2022-09-01,01Y,"NHS TAMESIDE AND GLOSSOP",34737,82541.8,0,0
2022-09-01,00R,"NHS BLACKPOOL",35039,83197.21,0,0
2022-09-01,01X,"NHS ST HELENS",35561,94660.22,0,0
2022-09-01,07H,"NHS WEST ESSEX",36253,102839.9,0,0
2022-09-01,09D,"NHS BRIGHTON AND HOVE",36534,122070.46,0,0
2022-09-01,03W,"NHS EAST LEICESTERSHIRE AND RUTLAND",39063,127254.24,0,0
2022-09-01,04C,"NHS LEICESTER CITY",39353,105214.42,0,0
2022-09-01,99C,"NHS NORTH TYNESIDE",40883,100418.16,0,0
2022-09-01,00T,"NHS BOLTON",42133,115766.77,0,0
2022-09-01,03L,"NHS ROTHERHAM",42726,111030.74,0,0
2022-09-01,05W,"NHS STOKE ON TRENT",43519,113903.04,0,0
2022-09-01,07K,"NHS WEST SUFFOLK",44454,109746.92,0,0
2022-09-01,14Y,"NHS BUCKINGHAMSHIRE",45103,157473.02,0,0
2022-09-01,02Y,"NHS EAST RIDING OF YORKSHIRE",45210,119836.31,0,0
2022-09-01,01W,"NHS STOCKPORT",46500,125627.06,0,0
2022-09-01,01G,"NHS SALFORD",46631,106491.04,0,0
2022-09-01,03F,"NHS HULL",47566,107046.34,0,0
2022-09-01,01K,"NHS MORECAMBE BAY",48995,143427.46,0,0
2022-09-01,15A,"NHS BERKSHIRE WEST",50194,185149.8,0,0
2022-09-01,02X,"NHS DONCASTER",50831,129964.22,0,0
2022-09-01,01H,"NHS NORTH CUMBRIA",51007,128780.5,0,0
2022-09-01,02H,"NHS WIGAN BOROUGH",52664,155093.09,0,0
2022-09-01,01A,"NHS EAST LANCASHIRE",53516,133511.54,0,0
2022-09-01,02P,"NHS BARNSLEY",54244,110504.3,0,0
2022-09-01,06N,"NHS HERTS VALLEYS",54345,158186.74,0,0
2022-09-01,04V,"NHS WEST LEICESTERSHIRE",54381,157398.31,0,0
2022-09-01,12F,"NHS WIRRAL",55396,147632.71,0,0
2022-09-01,06Q,"NHS MID ESSEX",56379,149807.69,0,0
2022-09-01,X2C4Y,"NHS KIRKLEES",56877,160229.64,0,0
2022-09-01,03R,"NHS WAKEFIELD",57366,161281.5,0,0
2022-09-01,M2L0M,"NHS SHROPSHIRE, TELFORD AND WREKIN",59272,189063.93,0,0
2022-09-01,06T,"NHS NORTH EAST ESSEX",60878,171483.22,0,0
2022-09-01,00L,"NHS NORTHUMBERLAND",61461,161636.95,0,0
2022-09-01,06L,"NHS IPSWICH AND EAST SUFFOLK",62446,172349.52,0,0
2022-09-01,06K,"NHS EAST AND NORTH HERTFORDSHIRE",68682,198801.95,0,0
2022-09-01,00P,"NHS SUNDERLAND",68851,142723.24,0,0
2022-09-01,11X,"NHS SOMERSET",69367,218899.89,0,0
2022-09-01,42D,"NHS NORTH YORKSHIRE",71967,192115.32,0,0
2022-09-01,97R,"NHS EAST SUSSEX",73930,262224.16,0,0
2022-09-01,10Q,"NHS OXFORDSHIRE",76384,248873.08,0,0
2022-09-01,36J,"NHS BRADFORD DISTRICT AND CRAVEN",78145,206424.02,0,0
2022-09-01,99A,"NHS LIVERPOOL",85804,230729.09,0,0
2022-09-01,14L,"NHS MANCHESTER",86319,219461.5,0,0
2022-09-01,03N,"NHS SHEFFIELD",87427,210502.47,0,0
2022-09-01,11M,"NHS GLOUCESTERSHIRE",90464,272642.96,0,0
2022-09-01,11N,"NHS CORNWALL AND THE ISLES OF SCILLY",92355,256246.27,0,0
2022-09-01,M1J4Y,"NHS BEDFORDSHIRE, LUTON AND MILTON KEYNES",94415,254605.04,0,0
2022-09-01,70F,"NHS WEST SUSSEX",97670,335399.85,0,0
2022-09-01,92A,"NHS SURREY HEARTLANDS",98329,386830.84,0,0
2022-09-01,15F,"NHS LEEDS",98798,265089.82,0,0
2022-09-01,18C,"NHS HEREFORDSHIRE AND WORCESTERSHIRE",99296,292742.76,0,0
2022-09-01,13T,"NHS NEWCASTLE GATESHEAD",99637,229229.5,0,0
2022-09-01,11J,"NHS DORSET",102014,334862.94,0,0
2022-09-01,15C,"NHS BRISTOL, NORTH SOMERSET AND SOUTH GLOUCESTERSHIRE",107912,321958.18,0,0
2022-09-01,27D,"NHS CHESHIRE",108084,270414.03,0,0
2022-09-01,78H,"NHS NORTHAMPTONSHIRE",109831,273126.14,0,0
2022-09-01,93C,"NHS NORTH CENTRAL LONDON",113121,354792.24,0,0
2022-09-01,B2M3M,"NHS COVENTRY AND WARWICKSHIRE",117038,341570.52,0,0
2022-09-01,92G,"NHS BATH AND NORTH EAST SOMERSET, SWINDON AND WILTSHIRE",118324,325245.47,0,0
2022-09-01,84H,"NHS COUNTY DURHAM",121839,274634.33,0,0
2022-09-01,36L,"NHS SOUTH WEST LONDON",122053,364170.17,0,0
2022-09-01,06H,"NHS CAMBRIDGESHIRE AND PETERBOROUGH",126189,315880.15,0,0
2022-09-01,72Q,"NHS SOUTH EAST LONDON",129063,402926.08,0,0
2022-09-01,16C,"NHS TEES VALLEY",131204,327752.74,0,0
2022-09-01,15E,"NHS BIRMINGHAM AND SOLIHULL",132515,385474.97,0,0
2022-09-01,52R,"NHS NOTTINGHAM AND NOTTINGHAMSHIRE",137860,395742.47,0,0
2022-09-01,71E,"NHS LINCOLNSHIRE",139358,383631.21,0,0
2022-09-01,D2P2L,"NHS BLACK COUNTRY",139840,403081.68,0,0
2022-09-01,15M,"NHS DERBY AND DERBYSHIRE",143664,414678.54,0,0
2022-09-01,W2U3Z,"NHS NORTH WEST LONDON",148666,428694.47,0,0
2022-09-01,A3A8R,"NHS NORTH EAST LONDON",154445,416666.35,0,0
2022-09-01,15N,"NHS DEVON",168989,510707.88,0,0
2022-09-01,26A,"NHS NORFOLK AND WAVENEY",182356,502903.13,0,0
2022-09-01,91Q,"NHS KENT AND MEDWAY",214077,697545.4,0,0
2022-09-01,D9Y0V,"NHS HAMPSHIRE, SOUTHAMPTON AND ISLE OF WIGHT",216154,753171.37,0,0
2022-10-01,09W,"NHS MEDWAY",0,0,0,0
2022-10-01,D4U1Y,"NHS FRIMLEY",4058,12637.14,0,0
2022-10-01,02G,"NHS WEST LANCASHIRE",14398,40044.39,0,0
2022-10-01,05D,"NHS EAST STAFFORDSHIRE",15899,40531.05,0,0
2022-10-01,05V,"NHS STAFFORD AND SURROUNDS",17768,47637.67,0,0
2022-10-01,01V,"NHS SOUTHPORT AND FORMBY",17812,50030.56,0,0
2022-10-01,04Y,"NHS CANNOCK CHASE",17865,48349.72,0,0
2022-10-01,07G,"NHS THURROCK",18046,44548.99,0,0
2022-10-01,99F,"NHS CASTLE POINT AND ROCHFORD",19070,59655.56,0,0
2022-10-01,02Q,"NHS BASSETLAW",19983,44432.46,0,0
2022-10-01,01F,"NHS HALTON",20226,53416.28,0,0
2022-10-01,00Q,"NHS BLACKBURN WITH DARWEN",21650,48419.5,0,0
2022-10-01,99G,"NHS SOUTHEND",21866,64834.99,0,0
2022-10-01,03H,"NHS NORTH EAST LINCOLNSHIRE",24035,51673.28,0,0
2022-10-01,00X,"NHS CHORLEY AND SOUTH RIBBLE",24807,69227.38,0,0
2022-10-01,05Q,"NHS SOUTH EAST STAFFORDSHIRE AND SEISDON PENINSULA",25238,64192.5,0,0
2022-10-01,01T,"NHS SOUTH SEFTON",25424,65034.34,0,0
2022-10-01,02E,"NHS WARRINGTON",26273,80948.52,0,0
2022-10-01,00V,"NHS BURY",26385,81381.83,0,0
2022-10-01,02M,"NHS FYLDE AND WYRE",27405,64262.8,0,0
2022-10-01,10R,"NHS PORTSMOUTH",27724,76128.98,0,0
2022-10-01,01J,"NHS KNOWSLEY",28377,68161.9,0,0
2022-10-01,03Q,"NHS VALE OF YORK",28390,66884.53,0,0
2022-10-01,01E,"NHS GREATER PRESTON",28452,65179.43,0,0
2022-10-01,99E,"NHS BASILDON AND BRENTWOOD",29409,89478.81,0,0
2022-10-01,03K,"NHS NORTH LINCOLNSHIRE",29763,71221.89,0,0
2022-10-01,05G,"NHS NORTH STAFFORDSHIRE",30640,80039.43,0,0
2022-10-01,U2G6B,"NHS THAMES VALLEY ICB - U2G6B",30839,99427.11,0,0
2022-10-01,02T,"NHS CALDERDALE",30893,73851.29,0,0
2022-10-01,02A,"NHS TRAFFORD",31376,80707.76,0,0
2022-10-01,00N,"NHS SOUTH TYNESIDE",31478,66218.66,0,0
2022-10-01,01D,"NHS HEYWOOD, MIDDLETON AND ROCHDALE",32139,81233.14,0,0
2022-10-01,00Y,"NHS OLDHAM",32526,79508.48,0,0
2022-10-01,01Y,"NHS TAMESIDE AND GLOSSOP",33352,79077.48,0,0
2022-10-01,00R,"NHS BLACKPOOL",34136,76358.69,0,0
2022-10-01,07H,"NHS WEST ESSEX",35272,89957.74,0,0
2022-10-01,01X,"NHS ST HELENS",35408,89263.79,0,0
2022-10-01,04C,"NHS LEICESTER CITY",38147,95265.73,0,0
2022-10-01,09D,"NHS BRIGHTON AND HOVE",38800,116488.68,0,0
2022-10-01,03W,"NHS EAST LEICESTERSHIRE AND RUTLAND",39764,118346.59,0,0
2022-10-01,99C,"NHS NORTH TYNESIDE",41078,92822.46,0,0
2022-10-01,00T,"NHS BOLTON",41194,100501.81,0,0
2022-10-01,05W,"NHS STOKE ON TRENT",42023,105223.57,0,0
2022-10-01,03L,"NHS ROTHERHAM",43367,101424.51,0,0
2022-10-01,07K,"NHS WEST SUFFOLK",44235,100547.74,0,0
2022-10-01,02Y,"NHS EAST RIDING OF YORKSHIRE",44597,112578.27,0,0
2022-10-01,01W,"NHS STOCKPORT",45520,112762.2,0,0
2022-10-01,01G,"NHS SALFORD",45881,95668.02,0,0
2022-10-01,14Y,"NHS BUCKINGHAMSHIRE",47533,161959.66,0,0
2022-10-01,03F,"NHS HULL",47647,95085.29,0,0
2022-10-01,01K,"NHS MORECAMBE BAY",49122,132234.82,0,0
2022-10-01,15A,"NHS BERKSHIRE WEST",49563,179246.66,0,0
2022-10-01,02H,"NHS WIGAN BOROUGH",50314,136051.99,0,0
2022-10-01,02X,"NHS DONCASTER",50568,117716.71,0,0
2022-10-01,01H,"NHS NORTH CUMBRIA",51000,125009.77,0,0
2022-10-01,02P,"NHS BARNSLEY",51851,101998.03,0,0
2022-10-01,04V,"NHS WEST LEICESTERSHIRE",52366,140619.97,0,0
2022-10-01,01A,"NHS EAST LANCASHIRE",52545,123829.95,0,0
2022-10-01,06N,"NHS HERTS VALLEYS",53828,152204.49,0,0
2022-10-01,06Q,"NHS MID ESSEX",55475,132866.16,0,0
2022-10-01,12F,"NHS WIRRAL",56105,139122.82,0,0
2022-10-01,03R,"NHS WAKEFIELD",56245,148996.8,0,0
2022-10-01,X2C4Y,"NHS KIRKLEES",57083,152961.57,0,0
2022-10-01,06T,"NHS NORTH EAST ESSEX",59741,154423.89,0,0
2022-10-01,M2L0M,"NHS SHROPSHIRE, TELFORD AND WREKIN",59929,175498.75,0,0
2022-10-01,00L,"NHS NORTHUMBERLAND",60397,147806.57,0,0
2022-10-01,06L,"NHS IPSWICH AND EAST SUFFOLK",61699,161522.72,0,0
2022-10-01,00P,"NHS SUNDERLAND",67199,126569.61,0,0
2022-10-01,06K,"NHS EAST AND NORTH HERTFORDSHIRE",68388,187527.94,0,0
2022-10-01,11X,"NHS SOMERSET",70487,208726.87,0,0
2022-10-01,97R,"NHS EAST SUSSEX",71622,237240.09,0,0
2022-10-01,42D,"NHS NORTH YORKSHIRE",73409,182869,0,0
2022-10-01,10Q,"NHS OXFORDSHIRE",76398,246884.13,0,0
2022-10-01,36J,"NHS BRADFORD DISTRICT AND CRAVEN",76528,184457.35,0,0
2022-10-01,99A,"NHS LIVERPOOL",84739,215797.93,0,0
2022-10-01,14L,"NHS MANCHESTER",86603,212169.99,0,0
2022-10-01,11N,"NHS CORNWALL AND THE ISLES OF SCILLY",88711,234364.83,0,0
2022-10-01,03N,"NHS SHEFFIELD",89658,199488.09,0,0
2022-10-01,11M,"NHS GLOUCESTERSHIRE",90671,246111.42,0,0
2022-10-01,M1J4Y,"NHS BEDFORDSHIRE, LUTON AND MILTON KEYNES",93779,241187.54,0,0
2022-10-01,13T,"NHS NEWCASTLE GATESHEAD",97516,209130.92,0,0
2022-10-01,15F,"NHS LEEDS",98263,250389.57,0,0
2022-10-01,92A,"NHS SURREY HEARTLANDS",98269,374092.92,0,0
2022-10-01,70F,"NHS WEST SUSSEX",98447,326913.21,0,0
2022-10-01,18C,"NHS HEREFORDSHIRE AND WORCESTERSHIRE",100282,281081.99,0,0
2022-10-01,11J,"NHS DORSET",100532,311322.14,0,0
2022-10-01,27D,"NHS CHESHIRE",105753,247195.36,0,0
2022-10-01,78H,"NHS NORTHAMPTONSHIRE",106480,241290.51,0,0
2022-10-01,15C,"NHS BRISTOL, NORTH SOMERSET AND SOUTH GLOUCESTERSHIRE",109610,298531.8,0,0
2022-10-01,93C,"NHS NORTH CENTRAL LONDON",113241,326901.09,0,0
2022-10-01,B2M3M,"NHS COVENTRY AND WARWICKSHIRE",117276,322335.08,0,0
2022-10-01,92G,"NHS BATH AND NORTH EAST SOMERSET, SWINDON AND WILTSHIRE",118215,310030.48,0,0
2022-10-01,84H,"NHS COUNTY DURHAM",120241,256388.03,0,0
2022-10-01,36L,"NHS SOUTH WEST LONDON",120377,345159.74,0,0
2022-10-01,06H,"NHS CAMBRIDGESHIRE AND PETERBOROUGH",123678,289706.17,0,0
2022-10-01,15E,"NHS BIRMINGHAM AND SOLIHULL",128362,347011.16,0,0
2022-10-01,72Q,"NHS SOUTH EAST LONDON",130947,392882.07,0,0
2022-10-01,16C,"NHS TEES VALLEY",134363,317896.5,0,0
2022-10-01,52R,"NHS NOTTINGHAM AND NOTTINGHAMSHIRE",136887,360299.01,0,0
2022-10-01,D2P2L,"NHS BLACK COUNTRY",136915,377212.08,0,0
2022-10-01,71E,"NHS LINCOLNSHIRE",137126,354770.84,0,0
2022-10-01,15M,"NHS DERBY AND DERBYSHIRE",140401,371207.13,0,0
2022-10-01,W2U3Z,"NHS NORTH WEST LONDON",148936,390497.77,0,0
2022-10-01,A3A8R,"NHS NORTH EAST LONDON",152703,385510.46,0,0
2022-10-01,15N,"NHS DEVON",168585,484557.62,0,0
2022-10-01,26A,"NHS NORFOLK AND WAVENEY",177747,453595.9,0,0
2022-10-01,91Q,"NHS KENT AND MEDWAY",213072,641735.37,0,0
2022-10-01,D9Y0V,"NHS HAMPSHIRE, SOUTHAMPTON AND ISLE OF WIGHT",214030,691487.78,0,0
2022-11-01,09W,"NHS MEDWAY",0,0,0,0
2022-11-01,D4U1Y,"NHS FRIMLEY",3963,11227.65,0,0
2022-11-01,02G,"NHS WEST LANCASHIRE",14711,37795.01,0,0
2022-11-01,05D,"NHS EAST STAFFORDSHIRE",17537,46931.59,0,0
2022-11-01,05V,"NHS STAFFORD AND SURROUNDS",18140,46373.39,0,0
2022-11-01,01V,"NHS SOUTHPORT AND FORMBY",18174,48613.8,0,0
2022-11-01,04Y,"NHS CANNOCK CHASE",18587,47788.97,0,0
2022-11-01,07G,"NHS THURROCK",18949,47687.7,0,0
2022-11-01,99F,"NHS CASTLE POINT AND ROCHFORD",20449,65569.08,0,0
2022-11-01,02Q,"NHS BASSETLAW",20804,44595.82,0,0
2022-11-01,01F,"NHS HALTON",21510,54087.03,0,0
2022-11-01,99G,"NHS SOUTHEND",22473,63420.01,0,0
2022-11-01,00Q,"NHS BLACKBURN WITH DARWEN",23610,50387.82,0,0
2022-11-01,00X,"NHS CHORLEY AND SOUTH RIBBLE",24810,65664.02,0,0
2022-11-01,03H,"NHS NORTH EAST LINCOLNSHIRE",24982,50437.79,0,0
2022-11-01,01T,"NHS SOUTH SEFTON",26105,62999.67,0,0
